min_age,max_age,spe_raw,spe_scaled,syn_raw,syn_scaled,sem_raw,sem_scaled,coh_raw,coh_scaled,ini_raw,ini_scaled,scr_lan_raw,scr_lan_scaled,contx_raw,contx_scaled,nvc_raw,nvc_scaled,soc_rel_raw,soc_rel_scaled,int_raw,int_scaled
180,191,3,7,3,8,3,9,3,8,3,10,3,8,3,8,3,8,3,8,3,11
180,191,4,6,4,7,4,8,4,8,4,9,4,7,4,8,4,7,4,8,4,10
180,191,5,4,5,5,5,7,5,7,5,8,5,6,5,7,5,7,5,7,5,9
180,191,6,3,6,4,6,7,6,6,6,8,6,5,6,7,6,6,6,6,6,8
180,191,7,2,7,4,7,6,7,5,7,7,7,4,7,7,7,5,7,5,7,8
180,191,8,1,8,3,8,5,8,4,8,6,8,4,8,6,8,4,8,4,8,7
180,191,9,1,9,2,9,4,9,4,9,5,9,3,9,5,9,4,9,3,9,6
180,191,10,1,10,1,10,3,10,3,10,5,10,3,10,5,10,3,10,3,10,5
180,191,11,1,11,1,11,3,11,3,11,4,11,2,11,4,11,3,11,2,11,4
180,191,12,1,12,1,12,3,12,3,12,4,12,1,12,3,12,2,12,2,12,4
180,191,13,1,13,1,13,2,13,2,13,3,13,1,13,3,13,2,13,1,13,3
180,191,14,1,14,1,14,1,14,2,14,3,14,1,14,2,14,1,14,1,14,3
180,191,15,1,15,1,15,1,15,1,15,2,15,1,15,2,15,1,15,1,15,2
180,191,16,1,16,1,16,1,16,1,16,2,16,1,16,2,16,1,16,1,16,2
180,191,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1
180,191,18,1,18,1,18,1,18,1,18,1,18,1,18,1,18,1,18,1,18,1
180,191,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1
180,191,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1
180,191,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1
192,203,0,12,0,12,0,12,0,12,0,15,0,12,0,12,0,12,0,12,0,15
192,203,1,9,1,9,1,10,1,10,1,12,1,9,1,10,1,10,1,10,1,13
192,203,2,8,2,8,2,9,2,9,2,11,2,8,2,9,2,9,2,9,2,12
192,203,3,7,3,7,3,8,3,8,3,10,3,8,3,8,3,8,3,8,3,11
192,203,4,6,4,6,4,8,4,8,4,9,4,7,4,8,4,7,4,6,4,10
192,203,5,4,5,5,5,7,5,7,5,8,5,6,5,7,5,7,5,5,5,9
192,203,6,3,6,4,6,7,6,6,6,7,6,5,6,7,6,6,6,4,6,8
192,203,7,2,7,4,7,6,7,5,7,6,7,4,7,6,7,5,7,3,7,7
192,203,8,1,8,3,8,5,8,4,8,5,8,4,8,5,8,4,8,2,8,7
192,203,9,1,9,2,9,4,9,4,9,4,9,3,9,4,9,4,9,1,9,6
192,203,10,1,10,1,10,3,10,3,10,3,10,3,10,4,10,3,10,1,10,5
192,203,11,1,11,1,11,3,11,3,11,3,11,2,11,3,11,3,11,1,11,4
192,203,12,1,12,1,12,3,12,3,12,2,12,1,12,3,12,2,12,1,12,4
192,203,13,1,13,1,13,2,13,2,13,1,13,1,13,3,13,2,13,1,13,3
192,203,14,1,14,1,14,1,14,2,14,1,14,1,14,2,14,1,14,1,14,2
192,203,15,1,15,1,15,1,15,1,15,1,15,1,15,2,15,1,15,1,15,2
192,203,16,1,16,1,16,1,16,1,16,1,16,1,16,2,16,1,16,1,16,1
192,203,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1,17,1
192,203,18,1,18,1,18,1,18,1,18,1,18,1,18,1,18,1,18,1,18,1
192,203,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1,19,1
192,203,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1,20,1
192,203,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1,21,1
