mcdi_tgestures_raw,gender,age,mcdi_tgestures_inter_ptile
10,M,17,<5
11,M,17,<5
12,M,17,<5
13,M,17,<5
14,M,17,<5
15,M,17,<5
16,M,17,5
17,M,17,5.333
18,M,17,5.667
19,M,17,6
20,M,17,6.333
21,M,17,6.667
22,M,17,7
23,M,17,7.333
24,M,17,7.667
25,M,17,8
26,M,17,8.333
27,M,17,8.667
28,M,17,9
29,M,17,9.333
30,M,17,9.667
31,M,17,10
32,M,17,11.25
33,M,17,12.5
34,M,17,13.75
35,M,17,15
36,M,17,16.667
37,M,17,18.333
38,M,17,25
39,M,17,30
40,M,17,40
41,M,17,45
42,M,17,47.5
43,M,17,50
44,M,17,52.5
45,M,17,60
46,M,17,62.5
47,M,17,65
48,M,17,75
49,M,17,80
50,M,17,81.667
51,M,17,83.333
52,M,17,85
53,M,17,87.5
54,M,17,90
55,M,17,92.5
56,M,17,95
57,M,17,97.5
58,M,17,99
59,M,17,>99
60,M,17,>99
61,M,17,>99
62,M,17,>99
63,M,17,>99
0,M,18,<5
1,M,18,<5
2,M,18,<5
3,M,18,<5
4,M,18,<5
5,M,18,<5
6,M,18,<5
7,M,18,<5
8,M,18,<5
9,M,18,<5
10,M,18,<5
11,M,18,<5
12,M,18,<5
13,M,18,<5
14,M,18,<5
15,M,18,<5
16,M,18,5
17,M,18,5.333
18,M,18,5.667
19,M,18,6
20,M,18,6.333
21,M,18,6.667
22,M,18,7
23,M,18,7.333
24,M,18,7.667
25,M,18,8
26,M,18,8.333
27,M,18,8.667
28,M,18,9
29,M,18,9.333
30,M,18,9.667
31,M,18,10
32,M,18,11.25
33,M,18,12.5
34,M,18,13.75
35,M,18,15
36,M,18,16.667
37,M,18,18.333
38,M,18,25
39,M,18,30
40,M,18,40
41,M,18,45
42,M,18,47.5
43,M,18,50
44,M,18,52.5
45,M,18,60
46,M,18,62.5
47,M,18,65
48,M,18,75
49,M,18,80
50,M,18,81.667
51,M,18,83.333
52,M,18,85
53,M,18,87.5
54,M,18,90
55,M,18,92.5
56,M,18,95
57,M,18,97.5
58,M,18,99
59,M,18,>99
60,M,18,>99
61,M,18,>99
62,M,18,>99
63,M,18,>99
